StartDate,EndDate,HomeTeam,AwayTeam,Winner,Margin,Type,Ground,Scorecard
1981-12-26,1981-12-30,Australia,West Indies,Australia,58,Runs,Melbourne,Test # 915
1982-01-01,1982-01-06,India,England,Drawn,NA,NA,Kolkata,Test # 916
1982-01-02,1982-01-06,Australia,West Indies,Drawn,NA,NA,Sydney,Test # 917
1982-01-13,1982-01-18,India,England,Drawn,NA,NA,Chennai,Test # 918
1982-01-30,1982-02-03,Australia,West Indies,West Indies,5,Wickets,Adelaide,Test # 919
1982-01-30,1982-02-04,India,England,Drawn,NA,NA,Kanpur,Test # 920
1982-02-17,1982-02-21,Sri Lanka,England,England,7,Wickets,Colombo (PSS),Test # 921
1982-02-26,1982-03-02,New Zealand,Australia,Drawn,NA,NA,Wellington,Test # 922
1982-03-05,1982-03-10,Pakistan,Sri Lanka,Pakistan,204,Runs,Karachi,Test # 923
1982-03-12,1982-03-16,New Zealand,Australia,New Zealand,5,Wickets,Auckland,Test # 924
1982-03-14,1982-03-19,Pakistan,Sri Lanka,Drawn,NA,NA,Faisalabad,Test # 925
1982-03-19,1982-03-22,New Zealand,Australia,Australia,8,Wickets,Christchurch,Test # 926
1982-03-22,1982-03-27,Pakistan,Sri Lanka,Pakistan,102,Innings,Lahore,Test # 927
1982-06-10,1982-06-15,England,India,England,7,Wickets,Lord's,Test # 928
1982-06-24,1982-06-28,England,India,Drawn,NA,NA,Manchester,Test # 929
1982-07-08,1982-07-13,England,India,Drawn,NA,NA,The Oval,Test # 930
1982-07-29,1982-08-01,England,Pakistan,England,113,Runs,Birmingham,Test # 931
1982-08-12,1982-08-16,England,Pakistan,Pakistan,10,Wickets,Lord's,Test # 932
1982-08-26,1982-08-31,England,Pakistan,England,3,Wickets,Leeds,Test # 933
1982-09-17,1982-09-22,India,Sri Lanka,Drawn,NA,NA,Chennai,Test # 934
1982-09-22,1982-09-27,Pakistan,Australia,Pakistan,9,Wickets,Karachi,Test # 935
1982-09-30,1982-10-05,Pakistan,Australia,Pakistan,3,Innings,Faisalabad,Test # 936
1982-10-14,1982-10-19,Pakistan,Australia,Pakistan,9,Wickets,Lahore,Test # 937
1982-11-12,1982-11-17,Australia,England,Drawn,NA,NA,Perth,Test # 938
1982-11-26,1982-12-01,Australia,England,Australia,7,Wickets,Brisbane,Test # 939
1982-12-10,1982-12-15,Australia,England,Australia,8,Wickets,Adelaide,Test # 940
1982-12-10,1982-12-15,Pakistan,India,Drawn,NA,NA,Lahore,Test # 941
1982-12-23,1982-12-27,Pakistan,India,Pakistan,86,Innings,Karachi,Test # 942
1982-12-26,1982-12-30,Australia,England,England,3,Runs,Melbourne,Test # 943
1983-01-02,1983-01-07,Australia,England,Drawn,NA,NA,Sydney,Test # 944
1983-01-03,1983-01-08,Pakistan,India,Pakistan,10,Wickets,Faisalabad,Test # 945
1983-01-14,1983-01-19,Pakistan,India,Pakistan,119,Innings,Hyderabad (Sind),Test # 946
1983-01-23,1983-01-28,Pakistan,India,Drawn,NA,NA,Lahore,Test # 947
1983-01-30,1983-02-04,Pakistan,India,Drawn,NA,NA,Karachi,Test # 948
1983-02-23,1983-02-28,West Indies,India,West Indies,4,Wickets,Kingston,Test # 949
1983-03-04,1983-03-06,New Zealand,Sri Lanka,New Zealand,25,Innings,Christchurch,Test # 950
1983-03-11,1983-03-15,New Zealand,Sri Lanka,New Zealand,6,Wickets,Wellington,Test # 951
1983-03-11,1983-03-16,West Indies,India,Drawn,NA,NA,Port of Spain,Test # 952
1983-03-31,1983-04-05,West Indies,India,Drawn,NA,NA,Georgetown,Test # 953
1983-04-15,1983-04-20,West Indies,India,West Indies,10,Wickets,Bridgetown,Test # 954
1983-04-22,1983-04-26,Sri Lanka,Australia,Australia,38,Innings,Kandy,Test # 955
1983-04-28,1983-05-03,West Indies,India,Drawn,NA,NA,St John's,Test # 956
1983-07-14,1983-07-18,England,New Zealand,England,189,Runs,The Oval,Test # 957
1983-07-28,1983-08-01,England,New Zealand,New Zealand,5,Wickets,Leeds,Test # 958
1983-08-11,1983-08-15,England,New Zealand,England,127,Runs,Lord's,Test # 959
1983-08-25,1983-08-29,England,New Zealand,England,165,Runs,Nottingham,Test # 960
1983-09-14,1983-09-19,India,Pakistan,Drawn,NA,NA,Bengaluru,Test # 961
1983-09-24,1983-09-29,India,Pakistan,Drawn,NA,NA,Jalandhar,Test # 962
1983-10-05,1983-10-10,India,Pakistan,Drawn,NA,NA,Nagpur,Test # 963
1983-10-21,1983-10-25,India,West Indies,West Indies,83,Innings,Kanpur,Test # 964
1983-10-29,1983-11-03,India,West Indies,Drawn,NA,NA,Delhi,Test # 965
1983-11-11,1983-11-14,Australia,Pakistan,Australia,9,Innings,Perth,Test # 966
1983-11-12,1983-11-16,India,West Indies,West Indies,138,Runs,Ahmedabad,Test # 967
1983-11-24,1983-11-29,India,West Indies,Drawn,NA,NA,Mumbai,Test # 968
1983-11-25,1983-11-29,Australia,Pakistan,Drawn,NA,NA,Brisbane,Test # 969
1983-12-09,1983-12-13,Australia,Pakistan,Drawn,NA,NA,Adelaide,Test # 970
1983-12-10,1983-12-14,India,West Indies,West Indies,46,Innings,Kolkata,Test # 971
1983-12-24,1983-12-29,India,West Indies,Drawn,NA,NA,Chennai,Test # 972
1983-12-26,1983-12-30,Australia,Pakistan,Drawn,NA,NA,Melbourne,Test # 973
1984-01-02,1984-01-06,Australia,Pakistan,Australia,10,Wickets,Sydney,Test # 974
1984-01-20,1984-01-24,New Zealand,England,Drawn,NA,NA,Wellington,Test # 975
1984-02-03,1984-02-05,New Zealand,England,New Zealand,132,Innings,Christchurch,Test # 976
1984-02-10,1984-02-15,New Zealand,England,Drawn,NA,NA,Auckland,Test # 977
1984-03-02,1984-03-06,Pakistan,England,Pakistan,3,Wickets,Karachi,Test # 978
1984-03-02,1984-03-07,West Indies,Australia,Drawn,NA,NA,Georgetown,Test # 979
1984-03-09,1984-03-14,Sri Lanka,New Zealand,New Zealand,165,Runs,Kandy,Test # 980
1984-03-12,1984-03-17,Pakistan,England,Drawn,NA,NA,Faisalabad,Test # 981
1984-03-16,1984-03-21,Sri Lanka,New Zealand,Drawn,NA,NA,Colombo (SSC),Test # 982
1984-03-16,1984-03-21,West Indies,Australia,Drawn,NA,NA,Port of Spain,Test # 983
1984-03-19,1984-03-24,Pakistan,England,Drawn,NA,NA,Lahore,Test # 984
1984-03-24,1984-03-29,Sri Lanka,New Zealand,New Zealand,61,Innings,Colombo (CCC),Test # 985
1984-03-30,1984-04-04,West Indies,Australia,West Indies,10,Wickets,Bridgetown,Test # 986
1984-04-07,1984-04-11,West Indies,Australia,West Indies,36,Innings,St John's,Test # 987
1984-04-28,1984-05-02,West Indies,Australia,West Indies,10,Wickets,Kingston,Test # 988
1984-06-14,1984-06-18,England,West Indies,West Indies,180,Innings,Birmingham,Test # 989
1984-06-28,1984-07-03,England,West Indies,West Indies,9,Wickets,Lord's,Test # 990
1984-07-12,1984-07-16,England,West Indies,West Indies,8,Wickets,Leeds,Test # 991
1984-07-26,1984-07-31,England,West Indies,West Indies,64,Innings,Manchester,Test # 992
1984-08-09,1984-08-14,England,West Indies,West Indies,172,Runs,The Oval,Test # 993
1984-08-23,1984-08-28,England,Sri Lanka,Drawn,NA,NA,Lord's,Test # 994
1984-10-17,1984-10-22,Pakistan,India,Drawn,NA,NA,Lahore,Test # 995
1984-10-24,1984-10-29,Pakistan,India,Drawn,NA,NA,Faisalabad,Test # 996
1984-11-09,1984-11-12,Australia,West Indies,West Indies,112,Innings,Perth,Test # 997
1984-11-16,1984-11-20,Pakistan,New Zealand,Pakistan,6,Wickets,Lahore,Test # 998
1984-11-23,1984-11-26,Australia,West Indies,West Indies,8,Wickets,Brisbane,Test # 999
1984-11-25,1984-11-29,Pakistan,New Zealand,Pakistan,7,Wickets,Hyderabad (Sind),Test # 1000
1984-11-28,1984-12-03,India,England,India,8,Wickets,Mumbai,Test # 1001
1984-12-07,1984-12-11,Australia,West Indies,West Indies,191,Runs,Adelaide,Test # 1002
1984-12-10,1984-12-15,Pakistan,New Zealand,Drawn,NA,NA,Karachi,Test # 1003
1984-12-12,1984-12-17,India,England,England,8,Wickets,Delhi,Test # 1004
1984-12-22,1984-12-27,Australia,West Indies,Drawn,NA,NA,Melbourne,Test # 1005
1984-12-30,1985-01-02,Australia,West Indies,Australia,55,Innings,Sydney,Test # 1006
1984-12-31,1985-01-05,India,England,Drawn,NA,NA,Kolkata,Test # 1007
1985-01-13,1985-01-18,India,England,England,9,Wickets,Chennai,Test # 1008
1985-01-18,1985-01-22,New Zealand,Pakistan,Drawn,NA,NA,Wellington,Test # 1009
1985-01-25,1985-01-28,New Zealand,Pakistan,New Zealand,99,Innings,Auckland,Test # 1010
1985-01-31,1985-02-05,India,England,Drawn,NA,NA,Kanpur,Test # 1011
1985-02-09,1985-02-14,New Zealand,Pakistan,New Zealand,2,Wickets,Dunedin,Test # 1012
1985-03-29,1985-04-03,West Indies,New Zealand,Drawn,NA,NA,Port of Spain,Test # 1013
1985-04-06,1985-04-11,West Indies,New Zealand,Drawn,NA,NA,Georgetown,Test # 1014
1985-04-26,1985-05-01,West Indies,New Zealand,West Indies,10,Wickets,Bridgetown,Test # 1015
1985-05-04,1985-05-08,West Indies,New Zealand,West Indies,10,Wickets,Kingston,Test # 1016
1985-06-13,1985-06-18,England,Australia,England,5,Wickets,Leeds,Test # 1017
1985-06-27,1985-07-02,England,Australia,Australia,4,Wickets,Lord's,Test # 1018
1985-07-11,1985-07-16,England,Australia,Drawn,NA,NA,Nottingham,Test # 1019
1985-08-01,1985-08-06,England,Australia,Drawn,NA,NA,Manchester,Test # 1020
1985-08-15,1985-08-20,England,Australia,England,118,Innings,Birmingham,Test # 1021
1985-08-29,1985-09-02,England,Australia,England,94,Innings,The Oval,Test # 1022
1985-08-30,1985-09-04,Sri Lanka,India,Drawn,NA,NA,Colombo (SSC),Test # 1023
1985-09-06,1985-09-11,Sri Lanka,India,Sri Lanka,149,Runs,Colombo (PSS),Test # 1024
1985-09-14,1985-09-19,Sri Lanka,India,Drawn,NA,NA,Kandy,Test # 1025
1985-10-16,1985-10-21,Pakistan,Sri Lanka,Drawn,NA,NA,Faisalabad,Test # 1026
1985-10-27,1985-10-31,Pakistan,Sri Lanka,Pakistan,8,Wickets,Sialkot,Test # 1027
1985-11-07,1985-11-11,Pakistan,Sri Lanka,Pakistan,10,Wickets,Karachi,Test # 1028
1985-11-08,1985-11-12,Australia,New Zealand,New Zealand,41,Innings,Brisbane,Test # 1029
1985-11-22,1985-11-26,Australia,New Zealand,Australia,4,Wickets,Sydney,Test # 1030
1985-11-30,1985-12-04,Australia,New Zealand,New Zealand,6,Wickets,Perth,Test # 1031
1985-12-13,1985-12-17,Australia,India,Drawn,NA,NA,Adelaide,Test # 1032
1985-12-26,1985-12-30,Australia,India,Drawn,NA,NA,Melbourne,Test # 1033
1986-01-02,1986-01-06,Australia,India,Drawn,NA,NA,Sydney,Test # 1034
1986-02-21,1986-02-25,New Zealand,Australia,Drawn,NA,NA,Wellington,Test # 1035
1986-02-21,1986-02-23,West Indies,England,West Indies,10,Wickets,Kingston,Test # 1036
1986-02-23,1986-02-27,Sri Lanka,Pakistan,Pakistan,20,Innings,Kandy,Test # 1037
1986-02-28,1986-03-04,New Zealand,Australia,Drawn,NA,NA,Christchurch,Test # 1038
1986-03-07,1986-03-12,West Indies,England,West Indies,7,Wickets,Port of Spain,Test # 1039
1986-03-13,1986-03-17,New Zealand,Australia,New Zealand,8,Wickets,Auckland,Test # 1040
1986-03-14,1986-03-18,Sri Lanka,Pakistan,Sri Lanka,8,Wickets,Colombo (CCC),Test # 1041
1986-03-21,1986-03-25,West Indies,England,West Indies,30,Innings,Bridgetown,Test # 1042
1986-03-22,1986-03-27,Sri Lanka,Pakistan,Drawn,NA,NA,Colombo (PSS),Test # 1043
1986-04-03,1986-04-05,West Indies,England,West Indies,10,Wickets,Port of Spain,Test # 1044
1986-04-11,1986-04-16,West Indies,England,West Indies,240,Runs,St John's,Test # 1045
1986-06-05,1986-06-10,England,India,India,5,Wickets,Lord's,Test # 1046
1986-06-19,1986-06-23,England,India,India,279,Runs,Leeds,Test # 1047
1986-07-03,1986-07-08,England,India,Drawn,NA,NA,Birmingham,Test # 1048
1986-07-24,1986-07-29,England,New Zealand,Drawn,NA,NA,Lord's,Test # 1049
1986-08-07,1986-08-12,England,New Zealand,New Zealand,8,Wickets,Nottingham,Test # 1050
1986-08-21,1986-08-26,England,New Zealand,Drawn,NA,NA,The Oval,Test # 1051
1986-09-18,1986-09-22,India,Australia,Tied,NA,NA,Chennai,Test # 1052
1986-09-26,1986-09-30,India,Australia,Drawn,NA,NA,Delhi,Test # 1053
1986-10-15,1986-10-19,India,Australia,Drawn,NA,NA,Mumbai,Test # 1054
1986-10-24,1986-10-29,Pakistan,West Indies,Pakistan,186,Runs,Faisalabad,Test # 1055
1986-11-07,1986-11-09,Pakistan,West Indies,West Indies,10,Innings,Lahore,Test # 1056
1986-11-14,1986-11-19,Australia,England,England,7,Wickets,Brisbane,Test # 1057
1986-11-20,1986-11-25,Pakistan,West Indies,Drawn,NA,NA,Karachi,Test # 1058
1986-11-28,1986-12-03,Australia,England,Drawn,NA,NA,Perth,Test # 1059
1986-12-12,1986-12-16,Australia,England,Drawn,NA,NA,Adelaide,Test # 1060
1986-12-17,1986-12-22,India,Sri Lanka,Drawn,NA,NA,Kanpur,Test # 1061
1986-12-26,1986-12-28,Australia,England,England,14,Innings,Melbourne,Test # 1062
1986-12-27,1986-12-31,India,Sri Lanka,India,106,Innings,Nagpur,Test # 1063
1987-01-04,1987-01-07,India,Sri Lanka,India,67,Innings,Cuttack,Test # 1064
1987-01-10,1987-01-15,Australia,England,Australia,55,Runs,Sydney,Test # 1065
1987-02-03,1987-02-08,India,Pakistan,Drawn,NA,NA,Chennai,Test # 1066
1987-02-11,1987-02-16,India,Pakistan,Drawn,NA,NA,Kolkata,Test # 1067
1987-02-20,1987-02-24,New Zealand,West Indies,Drawn,NA,NA,Wellington,Test # 1068
1987-02-21,1987-02-26,India,Pakistan,Drawn,NA,NA,Jaipur,Test # 1069
1987-02-27,1987-03-03,New Zealand,West Indies,West Indies,10,Wickets,Auckland,Test # 1070
1987-03-04,1987-03-09,India,Pakistan,Drawn,NA,NA,Ahmedabad,Test # 1071
1987-03-12,1987-03-15,New Zealand,West Indies,New Zealand,5,Wickets,Christchurch,Test # 1072
1987-03-13,1987-03-17,India,Pakistan,Pakistan,16,Runs,Bengaluru,Test # 1073
1987-04-16,1987-04-21,Sri Lanka,New Zealand,Drawn,NA,NA,Colombo (CCC),Test # 1074
1987-06-04,1987-06-09,England,Pakistan,Drawn,NA,NA,Manchester,Test # 1075
1987-06-18,1987-06-23,England,Pakistan,Drawn,NA,NA,Lord's,Test # 1076
1987-07-02,1987-07-06,England,Pakistan,Pakistan,18,Innings,Leeds,Test # 1077
1987-07-23,1987-07-28,England,Pakistan,Drawn,NA,NA,Birmingham,Test # 1078
1987-08-06,1987-08-11,England,Pakistan,Drawn,NA,NA,The Oval,Test # 1079
1987-11-25,1987-11-29,India,West Indies,West Indies,5,Wickets,Delhi,Test # 1080
1987-11-25,1987-11-28,Pakistan,England,Pakistan,87,Innings,Lahore,Test # 1081
1987-12-04,1987-12-07,Australia,New Zealand,Australia,9,Wickets,Brisbane,Test # 1082
1987-12-07,1987-12-12,Pakistan,England,Drawn,NA,NA,Faisalabad,Test # 1083
1987-12-11,1987-12-15,Australia,New Zealand,Drawn,NA,NA,Adelaide,Test # 1084
1987-12-11,1987-12-16,India,West Indies,Drawn,NA,NA,Mumbai,Test # 1085
1987-12-16,1987-12-21,Pakistan,England,Drawn,NA,NA,Karachi,Test # 1086
1987-12-26,1987-12-30,Australia,New Zealand,Drawn,NA,NA,Melbourne,Test # 1087
1987-12-26,1987-12-31,India,West Indies,Drawn,NA,NA,Kolkata,Test # 1088
1988-01-11,1988-01-15,India,West Indies,India,255,Runs,Chennai,Test # 1089
1988-01-29,1988-02-02,Australia,England,Drawn,NA,NA,Sydney,Test # 1090
1988-02-12,1988-02-17,New Zealand,England,Drawn,NA,NA,Christchurch,Test # 1091
1988-02-12,1988-02-15,Australia,Sri Lanka,Australia,108,Innings,Perth,Test # 1092
1988-02-25,1988-02-29,New Zealand,England,Drawn,NA,NA,Auckland,Test # 1093
1988-03-03,1988-03-07,New Zealand,England,Drawn,NA,NA,Wellington,Test # 1094
1988-04-02,1988-04-06,West Indies,Pakistan,Pakistan,9,Wickets,Georgetown,Test # 1095
1988-04-14,1988-04-19,West Indies,Pakistan,Drawn,NA,NA,Port of Spain,Test # 1096
1988-04-22,1988-04-27,West Indies,Pakistan,West Indies,2,Wickets,Bridgetown,Test # 1097
1988-06-02,1988-06-07,England,West Indies,Drawn,NA,NA,Nottingham,Test # 1098
1988-06-16,1988-06-21,England,West Indies,West Indies,134,Runs,Lord's,Test # 1099
1988-06-30,1988-07-05,England,West Indies,West Indies,156,Innings,Manchester,Test # 1100
1988-07-21,1988-07-26,England,West Indies,West Indies,10,Wickets,Leeds,Test # 1101
1988-08-04,1988-08-08,England,West Indies,West Indies,8,Wickets,The Oval,Test # 1102
1988-08-25,1988-08-30,England,Sri Lanka,England,7,Wickets,Lord's,Test # 1103
1988-09-15,1988-09-20,Pakistan,Australia,Pakistan,188,Innings,Karachi,Test # 1104
1988-09-23,1988-09-28,Pakistan,Australia,Drawn,NA,NA,Faisalabad,Test # 1105
1988-10-07,1988-10-11,Pakistan,Australia,Drawn,NA,NA,Lahore,Test # 1106
1988-11-12,1988-11-17,India,New Zealand,India,172,Runs,Bengaluru,Test # 1107
1988-11-18,1988-11-21,Australia,West Indies,West Indies,9,Wickets,Brisbane,Test # 1108
1988-11-24,1988-11-29,India,New Zealand,New Zealand,136,Runs,Mumbai,Test # 1109
1988-12-02,1988-12-06,Australia,West Indies,West Indies,169,Runs,Perth,Test # 1110
1988-12-02,1988-12-06,India,New Zealand,India,10,Wickets,Hyderabad (Deccan),Test # 1111
1988-12-24,1988-12-29,Australia,West Indies,West Indies,285,Runs,Melbourne,Test # 1112
1989-01-26,1989-01-30,Australia,West Indies,Australia,7,Wickets,Sydney,Test # 1113
1989-02-03,1989-02-07,Australia,West Indies,Drawn,NA,NA,Adelaide,Test # 1114
1989-02-10,1989-02-14,New Zealand,Pakistan,Drawn,NA,NA,Wellington,Test # 1115
1989-02-24,1989-02-28,New Zealand,Pakistan,Drawn,NA,NA,Auckland,Test # 1116
1989-03-25,1989-03-30,West Indies,India,Drawn,NA,NA,Georgetown,Test # 1117
1989-04-07,1989-04-12,West Indies,India,West Indies,8,Wickets,Bridgetown,Test # 1118
1989-04-15,1989-04-20,West Indies,India,West Indies,217,Runs,Port of Spain,Test # 1119
1989-04-28,1989-05-03,West Indies,India,West Indies,7,Wickets,Kingston,Test # 1120
1989-06-08,1989-06-13,England,Australia,Australia,210,Runs,Leeds,Test # 1121
1989-06-22,1989-06-27,England,Australia,Australia,6,Wickets,Lord's,Test # 1122
1989-07-06,1989-07-11,England,Australia,Drawn,NA,NA,Birmingham,Test # 1123
1989-07-27,1989-08-01,England,Australia,Australia,9,Wickets,Manchester,Test # 1124
1989-08-10,1989-08-14,England,Australia,Australia,180,Innings,Nottingham,Test # 1125
1989-08-24,1989-08-29,England,Australia,Drawn,NA,NA,The Oval,Test # 1126
1989-11-15,1989-11-20,Pakistan,India,Drawn,NA,NA,Karachi,Test # 1127
1989-11-23,1989-11-28,Pakistan,India,Drawn,NA,NA,Faisalabad,Test # 1128
1989-11-24,1989-11-28,Australia,New Zealand,Drawn,NA,NA,Perth,Test # 1129
1989-12-01,1989-12-06,Pakistan,India,Drawn,NA,NA,Lahore,Test # 1130
1989-12-08,1989-12-12,Australia,Sri Lanka,Drawn,NA,NA,Brisbane,Test # 1131
1989-12-09,1989-12-14,Pakistan,India,Drawn,NA,NA,Sialkot,Test # 1132
1989-12-16,1989-12-20,Australia,Sri Lanka,Australia,173,Runs,Hobart,Test # 1133
1990-01-12,1990-01-16,Australia,Pakistan,Australia,92,Runs,Melbourne,Test # 1134
1990-01-19,1990-01-23,Australia,Pakistan,Drawn,NA,NA,Adelaide,Test # 1135
1990-02-02,1990-02-05,New Zealand,India,New Zealand,10,Wickets,Christchurch,Test # 1136
1990-02-03,1990-02-08,Australia,Pakistan,Drawn,NA,NA,Sydney,Test # 1137
1990-02-09,1990-02-13,New Zealand,India,Drawn,NA,NA,Napier,Test # 1138
1990-02-22,1990-02-26,New Zealand,India,Drawn,NA,NA,Auckland,Test # 1139
1990-02-24,1990-03-01,West Indies,England,England,9,Wickets,Kingston,Test # 1140
1990-03-15,1990-03-19,New Zealand,Australia,New Zealand,9,Wickets,Wellington,Test # 1141
1990-03-23,1990-03-28,West Indies,England,Drawn,NA,NA,Port of Spain,Test # 1142
1990-04-05,1990-04-10,West Indies,England,West Indies,164,Runs,Bridgetown,Test # 1143
1990-04-12,1990-04-16,West Indies,England,West Indies,32,Innings,St John's,Test # 1144
1990-06-07,1990-06-12,England,New Zealand,Drawn,NA,NA,Nottingham,Test # 1145
1990-06-21,1990-06-26,England,New Zealand,Drawn,NA,NA,Lord's,Test # 1146
1990-07-05,1990-07-10,England,New Zealand,England,114,Runs,Birmingham,Test # 1147
1990-07-26,1990-07-31,England,India,England,247,Runs,Lord's,Test # 1148
1990-08-09,1990-08-14,England,India,Drawn,NA,NA,Manchester,Test # 1149
1990-08-23,1990-08-28,England,India,Drawn,NA,NA,The Oval,Test # 1150
1990-10-10,1990-10-15,Pakistan,New Zealand,Pakistan,43,Innings,Karachi,Test # 1151
1990-10-18,1990-10-23,Pakistan,New Zealand,Pakistan,9,Wickets,Lahore,Test # 1152
1990-10-26,1990-10-31,Pakistan,New Zealand,Pakistan,65,Runs,Faisalabad,Test # 1153
1990-11-15,1990-11-20,Pakistan,West Indies,Pakistan,8,Wickets,Karachi,Test # 1154
1990-11-23,1990-11-25,Australia,England,Australia,10,Wickets,Brisbane,Test # 1155
1990-11-23,1990-11-27,India,Sri Lanka,India,8,Innings,Chandigarh,Test # 1156
1990-11-23,1990-11-25,Pakistan,West Indies,West Indies,7,Wickets,Faisalabad,Test # 1157
1990-12-06,1990-12-11,Pakistan,West Indies,Drawn,NA,NA,Lahore,Test # 1158
1990-12-26,1990-12-30,Australia,England,Australia,8,Wickets,Melbourne,Test # 1159
1991-01-04,1991-01-08,Australia,England,Drawn,NA,NA,Sydney,Test # 1160
1991-01-25,1991-01-29,Australia,England,Drawn,NA,NA,Adelaide,Test # 1161
1991-01-31,1991-02-04,New Zealand,Sri Lanka,Drawn,NA,NA,Wellington,Test # 1162
1991-02-01,1991-02-05,Australia,England,Australia,9,Wickets,Perth,Test # 1163
1991-02-22,1991-02-26,New Zealand,Sri Lanka,Drawn,NA,NA,Hamilton,Test # 1164
1991-03-01,1991-03-05,New Zealand,Sri Lanka,Drawn,NA,NA,Auckland,Test # 1165
1991-03-01,1991-03-06,West Indies,Australia,Drawn,NA,NA,Kingston,Test # 1166
1991-03-23,1991-03-28,West Indies,Australia,West Indies,10,Wickets,Georgetown,Test # 1167
1991-04-05,1991-04-10,West Indies,Australia,Drawn,NA,NA,Port of Spain,Test # 1168
1991-04-19,1991-04-24,West Indies,Australia,West Indies,343,Runs,Bridgetown,Test # 1169
1991-04-27,1991-05-01,West Indies,Australia,Australia,157,Runs,St John's,Test # 1170
1991-06-06,1991-06-10,England,West Indies,England,115,Runs,Leeds,Test # 1171
1991-06-20,1991-06-24,England,West Indies,Drawn,NA,NA,Lord's,Test # 1172
1991-07-04,1991-07-09,England,West Indies,West Indies,9,Wickets,Nottingham,Test # 1173
1991-07-25,1991-07-28,England,West Indies,West Indies,7,Wickets,Birmingham,Test # 1174
1991-08-08,1991-08-12,England,West Indies,England,5,Wickets,The Oval,Test # 1175
